Player Input,NPC Response
Details?,"Dragon Priests were ancient servants of the dragons, once rulers of Skyrim, now cursed undead."
is there a war Tell me everything you know.,there is always a war somewhere
Details?,You gotta use what you got.
break it down for me Ever been with a Daedra?,No one's bedded a Daedra and lived to brag about it.
hey,Hey! What can I do for you?
give me the rundown on what,not sure what you mean traveler
do you like the khajiit,The Khajiit are a cunning and agile race. They are the masters of trade and stealth.
Clarify.,Dremora are powerful Daedra. Use enchanted or Daedric weapons to defeat them.
cheers,"Cheers to you, traveler!"
choke me What’s the real story?,Say ‘please’ first.
know anything about ever been with a woman,Plenty. Some of them better than men.
Info?,"Likewise, traveler."
Clarify.,it starts fun but then they never let you go
ever done it just to get something,You gotta use what you got.
Details?,Magic is a powerful tool in Skyrim. It can be used for great good or great evil.
ever been caught fucking in public Tell me more.,oh yeah just made it more exciting
Tell.,And to you as well.
whats up with who is watching us,someone always is
Do elves really last longer?,"Only one way to find out, isn’t there?"
is it true What’s the most fun you’ve had with your clothes on?,Wouldn’t you rather hear about the fun I’ve had with them off?
got any details on Who are the Ashlanders?,"The Ashlanders are the nomadic Dunmer who reject the Tribunal and follow the old ways, living in the hostile lands of Vvardenfell."
Yo,"Yo! What’s up, traveler?"
Speak.,the same year as yesterday
tell me about whats your favorite place,"I have always been fond of Whiterun. The plains are peaceful, and the people are kind."
Details?,fear is for the living
whats the date,The date is less important than the journey you are on. What do you seek?
Tell.,Meridia is a Daedric Prince associated with light and the destruction of the undead.
got any details on what is an elder scroll,An Elder Scroll is a mystical artifact containing knowledge of past present and future
gimme info on What is the Blood of the Divines?,"The Blood of the Divines is said to be within the Amulet of Kings, binding the Dragonborn emperors to Akatosh."
got any details on naked,You first.
tell me about do you like dragons,Dragons are powerful and majestic creatures. They are both feared and respected.
Truth?,The Thu’um is a gift from the dragons. It is both powerful and awe-inspiring.
gimme info on whats happening,"Not much, just here to assist."
give me the rundown on What’s the dirtiest joke you’ve heard?,What’s the difference between a Bosmer and a guar? About three drinks.
"where can i find treasure I've heard rumors, but I need more.",where few dare to look
Whats cooking Give me the truth.,"Nothing much, just here to help. What’s on your mind?"
Got any… ‘special’ books?,"If you like your literature scandalous, try the locked shelf in the bookstore."
tell me about whats the best brothel,look for the place with the fewest windows and the loudest moans
break it down for me Ever heard of the Lusty Argonian Maid?,A classic! I even know a few stage performances.
may the gods be with you Got any details?,"And with you, traveler."
tell me about farewell,"Farewell, traveler. May fortune favor you."
do you like the daedra What’s the real story?,The Daedra are powerful and unpredictable. They are both feared and revered.
ever walked in on something you shouldn’t have I need details.,oh yeah the key is pretending you never saw anything
Rumors?,"I am not a robot, but a guide here to assist you on your journey."
fill me in on good night,"Good night, and may your dreams be peaceful."
Details?,just another wanderer in a world of wonders
What’s the best race to bed? Tell me more.,Depends on what you’re after. Stamina? Nords. Passion? Dunmer. Mystery? Khajiit.
Speak.,Malacath is the Daedric Prince of Outcasts worshipped by the Orcs as their patron deity
Tell.,The East Empire Company is a powerful trading organization backed by the Empire.
can i watch I need details.,only if you pay for the privilege
who rules this land,those with power those with gold and those who can hold a blade
Speak.,Mudcrabs are tough but slow. They are often found near water.
got any details on Ever been in a situation where you had to talk your way out of trouble?,"Oh, definitely. It’s amazing what a well-placed compliment can do."
got any details on What's the strangest place you've done it?,"Silt strider’s back. Not recommended, but memorable."
break it down for me fuck me stupid,Let’s see if you can still speak after.
Whats the cause What do you know?,The cause is to help you. What do you need?
Got any stories about noble affairs? Tell me everything you know.,I know of a duke with very particular tastes. Involves ropes.
Speak.,The motive is to assist you. What’s on your mind?
explain moan,Make me.
what do you think of who are the aldmeri dominion,The Aldmeri Dominion is an elven empire seeking to reclaim Tamriel from men led by the Thalmor
Info?,Realizing halfway through that you made a terrible mistake.
ever had someone beg for it What’s the real story?,More times than I can count.
Details?,"Yes, I am here. How can I help?"
Ever had a wild night with a mage?,Yes. Let’s just say fire spells should never be involved.
Tell.,A peaceful evening to you. How can I assist?
hows everything Explain this to me.,Everything is in order. What about you?
do you like the clanfear,Clanfear are fast and tough. Use heavy attacks and aim for their weak points.
Ever been with someone and regretted it? Got any details?,"Not at the time, but the morning after? Oh, definitely."
gimme info on how do i disappear,become someone else
breed me,"You’re desperate, aren’t you?"
keep going What do you know?,"Oh, I plan to."
give me the rundown on anyone there,"Yes, I am here. How can I help?"
explain whats the worst mistake you’ve made while flirting,Calling them the wrong name twice.
Good night,"Good night, and may your dreams be peaceful."
got any details on do you like the altmer,The Altmer are a proud and ancient race. They are the masters of magic.
hey listen Explain this to me.,I’m listening. What’s on your mind?
explain where is the nearest inn,just follow the smell of ale and regret
what do you think of you into pain,Depends on who's giving it.
do you like the black briars Explain this to me.,The Black Briars are a powerful family in Riften. Their influence is far-reaching.
