Player Input,NPC Response
I need to know about Where can I find the enchanted armor??,"It’s in the royal crypt, guarded by the spirits of the ancient kings."
"what is the black star, I’ve heard, but I want to know more.",A soul gem that never breaks.
yokuda,"Lost land, or exile turned legend?"
Could you explain are you human?,not in the way you are
who are you,just another wanderer in a world of wonders
"do you like the black briars, Give me more details.",The Black Briars are a powerful family in Riften. Their influence is far-reaching.
"Morokei, How does that work?",The mask binds more than flesh
"Olaf, How does that work?","To find Windhelm, head north, through the icy fields, and the city will appear from the snow"
More info?,"Priest turned savior, or pawn of prophecy?"
How do I fight a creature that regenerates health?,Creatures that regenerate need to be dealt with quickly. Use fire or magic that damages over time to prevent them from healing.
Explain.,"Force of peace, or arm of oppression?"
"Leave, I want to understand better.","Nah, I’m good here"
Do you know anything about dragon break?,"A shattered truth, or a truth that shatters?"
Auriel's Bow,"Light in darkness, or weapon of judgment?"
What’s the weirdest kink you’ve heard of?,You wouldn’t believe what nobles pay for. Let’s just say skeevers were involved.
I need to know about Vahlok?,"Watcher eternal, or warden forgotten?"
"azura, Why is that important?","Queen of twilight, or mother of fate?"
Could you explain markarth?,"Some worship markarth, others curse its name."
"legacy, What exactly does that mean?",What will they say when you’re gone?
"Know any love potions that actually work?, I want to understand better.",Aphrodisiac? Sure. Love? That’s just good acting.
"Where is the secret cave?, Give me more details.",It’s near the cliffs by the river. Look for a small opening behind the ivy.
"Totem of Brotherhood, I’ve heard, but I want to know more.","Fang united, or chain unseen?"
I'd like to learn about How are you??,"I'm well, thank you. And you?"
Details?,Twilight Sepulcher holds truths best left buried.
Clarify.,Take it to the mage. They will know how to unlock its secrets.
"Sunlight, What exactly does that mean?","Bane of dark, or truth unhidden?"
"Mephala, What exactly does that mean?","Spinner of secrets, or whisperer of blades?"
"dunmer, What exactly does that mean?","Some worship dunmer, others curse its name."
Details?,Forge of Yuz holds truths best left buried.
Could you explain eye of magnus?,Eye of Magnus holds truths best left buried.
"mankar camoran, Tell me more about this.","Some worship mankar camoran, others curse its name."
"What should I do with the enchanted pendant?, Why is that important?",Take it to the shrine of the goddess. She will reveal its true power.
divines,None who enter divines return unchanged.
I need to know about Storn Crag-Strider?,"Shaman of wisdom, or martyr to magic?"
Explain.,"Some would say Nazeem, others would name Ulfric."
"The Five Tenets, Why is that important?","Code of killers, or sacred law?"
"Why does everything cost so much, I want to understand better.","Because someone, somewhere, decided profit matters more than people"
Do you know anything about Aetherium Forge?,"Light of lost age, or fire of ambition?"
Civil War,"Victory for the Stormcloaks, or end of an era?"
Thalgar,"The winds will guide you to the village of Riverwood, simply follow the road east"
"Morwen, What exactly does that mean?","Fur is no match for fire, dress wisely"
"How do I defeat the ice queen?, I’ve heard, but I want to know more.","Use fire magic to melt her icy shield, then strike at her exposed form."
do you like the ash spawn,Ash Spawn are dangerous and can use fire magic. They are best avoided.
More info?,They’ll give you a map to the hidden temple. Follow the path they show you.
"What’s the secret to a successful counterattack?, Give me more details.","Patience. Wait for them to strike and then time your counter perfectly. If you can block or dodge, you can land a devastating blow."
"where is sovngarde, I want to understand better.","The afterlife of Nords, where warriors feast forever."
tamriel,Would you dare speak the name of tamriel aloud?
magicka,Power for those who study the arcane.
"Totem of the Hunt, Give me more details.","Gift of Hircine, or bloodlust's bond?"
Details?,Soul Cairn does not forgive trespassers.
More info?,Try me and find out
Explain.,"Light made solid, or gift from beyond?"
Ingun Black-Briar,"Alchemist of sorrow, or daughter of duty?"
Do you know anything about The Harbinger?,"Leader of warriors, or echo of old glory?"
I need to know about Brianna?,A warrior’s greatest strength is their will to survive
I was wondering about How do I fight an opponent who uses magic and sword??,"That’s a tricky one. Stay on the move and try to interrupt their spellcasting. If they’re close, focus on the sword. If they’re distant, close the gap fast."
"Stop, Give me more details.","Nah, I’m having fun"
Do you know anything about where is the nearest city?,follow the road and listen for the sound of trade
fire,Burns both friend and foe.
Shout,"Voice of power, or curse of the Dragonborn?"
"Viggo, Tell me more about this.","To reach Riverwood, follow the road east, cross the river and you’ll soon find the village in the valley"
Court Wizard,"Advisor of kings, or spy of shadows?"
I need to know about Where can I find the magical book??,"It’s in the wizard’s tower, hidden behind a false wall."
I need to know about Dragonborn DLC?,"Call of Solstheim, or echo of fate?"
"colovian, I’ve heard, but I want to know more.",Stoic shield or silent judge?
Why do people avoid Blackreach,Strange things lurk in its depths.
Who are the Forsworn?,"The Forsworn are the remnants of the Reachmen, fighting to reclaim their land from Nordic rule."
Tell me.,"A band of warriors, some say descended from Ysgramor."
I need to know about dunmer?,"Is dunmer a legend, or a warning?"
"Go away, Can you explain?","Nah, I’m good right here"
"daedra, I want to understand better.","Powerful beings, best left alone."
"Peryite, Give me more details.","Bringer of pestilence, or balance in filth?"
Tell me.,"Magic is not trial and error, it is precision"
Faendal,Follow me and I’ll show you what I know about archery
"apocrypha, I’ve heard, but I want to know more.",Who writes the fate of apocrypha?
More info?,"Because after enough of it, everything seems like a good idea."
I was wondering about ever been caught fucking in public?,oh yeah just made it more exciting
Do you know anything about Staff Enchanter?,"Tool of legend, or crutch of might?"
"rimmen, I want to understand better.",Could you survive the trials of rimmen?
I'd like to learn about Onmund?,"Nord mage, or bridge of peace?"
who is the dragonborn,The one who can speak the language of dragons.
"What’s your favorite part of the day, Give me more details.","Sunrise. Fresh start, even if the problems are the same"
"Where can I find the missing soldier?, How does that work?","He’s in the barracks, but you’ll need to talk to the captain to get in."
"Gilda, I want to understand better.",Patience in the face of adversity is a trait of true strength
Details?,"Mist of minds, or ruler of rot?"
"Hadvar, I want to understand better.",Keep your head down and follow my lead
What is the Bard College,A place for singers and storytellers in Solitude.
"khajiit, Why is that important?",Khajiit was written in fire and shadow.
"follow me, Can you explain?",Not sure if that’s a good idea.
"Brynn, Tell me more about this.","That Maven Black-Briar may be a businesswoman, but she’s ruthless, and anyone who crosses her will regret it."
Tell me.,"Shout of legend, or shell of pride?"
